Revision, Part, Chapter, Section
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.4 Type 0 Packet Format (Implementation-Defined)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.5 Type 1 Packet Format (Intervention-Request Class)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.6 Type 2 Packet Format (Request Class)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.7 Type 3–4 Packet Formats (Reserved)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.8 Type 5 Packet Format (Write Class)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.2.9 Type 6–11 Packet Formats (Reserved)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3 Response Packet Formats'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3.1 Field Definitions for All Response Packet Formats'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3.2 Type 12 Packet Format (Reserved)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3.3 Type 13 Packet Format (Response Class)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3.4 Type 14 Packet Format (Reserved)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 4 Packet Format Descriptions', '4.3.5 Type 15 Packet Format (Implementation-Defined)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.2 Register Summary'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.3 Reserved Register and Bit Behavior'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.4 Capability Registers (CARs)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.4.1 Source Operations CAR (Configuration Space Offset 0x18)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.4.2 Destination Operations CAR (Configuration Space Offset 0x1C)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 5 Globally Shared Memory Registers', '5.5 Command and Status Registers (CSRs)'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2 Definitions'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.1 General Definitions'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.2 Request and Response Definitions'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.2.1 System Request'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.2.2 Local Request'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.2.3 System Response'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.2.2.4 Local Response'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.3 Operation to Protocol Cross Reference'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.4 Read Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.4.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.4.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.4.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.5 Instruction Read Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.5.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.5.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.5.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.6 Read for Ownership Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.6.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.6.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.6.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.7 Data Cache and Instruction Cache Invalidate Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.7.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.7.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.7.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.8 Castout Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.8.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.8.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.8.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.9 TLB Invalidate Entry, TLB Invalidate Entry Synchronize Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.9.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.9.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.9.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.10 Data Cache Flush Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.10.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.10.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.10.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.11 I/O Read Operations'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.11.1 Internal Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.11.2 Response State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 6 Communication Protocols', '6.11.3 External Request State Machine'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.2 Resolving an Outstanding READ_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.3 Resolving an Outstanding IREAD_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.4 Resolving an Outstanding READ_OWNER Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.5 Resolving an Outstanding READ_TO_OWN_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.6 Resolving an Outstanding READ_TO_OWN_OWNER Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.7 Resolving an Outstanding DKILL_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.8 Resolving an Outstanding DKILL_SHARER Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.9 Resolving an Outstanding IKILL_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.10 Resolving an Outstanding IKILL_SHARER Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.11 Resolving an Outstanding CASTOUT Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.12 Resolving an Outstanding TLBIE or TLBSYNC Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.13 Resolving an Outstanding FLUSH Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.14 Resolving an Outstanding IO_READ_HOME Transaction'
'1.3', 'RapidIO Interconnect Specification Part 5: Globally Shared Memory Logical Specification', 'Chapter 7 Address Collision Resolution Tables', '7.15 Resolving an Outstanding IO_READ_OWNER Transaction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.2 Packets'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.3 Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.4 PCS and PMA Layers'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.5 LP-Serial Protocol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.6 LP-Serial Registers'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.7 Signal Descriptions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.8 AC Electrical Specifications'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.9 Interface Management'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.10 System Resources'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 1 Overview', '1.11 Manufacturability and Testability'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.2 Packet Field Definitions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.3 Packet Format'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.4 Packet Protection'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.4.1 Packet CRC Operation'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.4.2 16-Bit Packet CRC Code'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 2 Packets', '2.5 Maximum Packet Size'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.2 Control Symbol Field Definitions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.3 Control Symbol Format'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4 Stype0 Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4.1 Packet-Accepted Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4.2 Packet-Retry Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4.3 Packet-Not-Accepted Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4.4 Status Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.4.5 Link-Response Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5 Stype1 Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.1 Start-of-Packet Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.2 Stomp Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.3 End-of-Packet Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.4 Restart-From-Retry Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.5 Link-Request Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.5.1 Reset-Device Command'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.5.2 Input-Status Command'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.5.6 Multicast-Event Control Symbol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.6 Control Symbol Protection'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.6.1 CRC-5 Code'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 3 Control Symbols', '3.6.2 CRC-5 Parallel Code Generation'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.2 PCS Layer Functions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.3 PMA Layer Functions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.4 Definitions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5 8b/10b Transmission Code'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.1 Character and Code-Group Notation'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.2 Running Disparity'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.3 Running Disparity Rules'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.4 8b/10b Encoding'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.5 Transmission Order'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.6 8b/10b Decoding'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7 Special Characters and Columns'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.1 Packet Delimiter Control Symbol (/PD/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.2 Start of Control Symbol (/SC/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.3 Idle (/I/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.4 Sync (/K/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.5 Skip (/R/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.7.6 Align (/A/)'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.8 Effect of Single Bit Code-Group Errors'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.9 Idle Sequence'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.9.1 Idle Sequence Generation'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.10 1x Link Transmission Rules'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.5.11 4x Link Striping and Transmission Rules'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.6 Retimers and Repeaters'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.6.1 Retimers'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.6.2 Repeaters'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7 Port Initialization'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.1 1x Mode Initialization'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.2 1x/4x Mode Initialization'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3 State Machines'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.1 State Machine Conventions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.2 State Machine Variables and Functions'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.3 Lane Synchronization State Machine'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.4 Lane Alignment State Machine'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.5 1x Mode Initialization State Machine'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 4 PCS and PMA Layers', '4.7.3.6 1x/4x Mode Initialization State Machine'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.1 Introduction'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.2 Packet Exchange Protocol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.3 Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.3.1 Control Symbol Delimiting'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.3.2 Control Symbol Transmission'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.3.3 Embedded Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.3.4 Multicast-Event Control Symbols'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4 Packets'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4.1 Packet Delimiting'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4.1.1 Packet Start'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4.1.2 Packet Termination'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4.2 Acknowledgment Identifier'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.4.3 Packet Priority and Transaction Request Flows'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.5 Link Maintenance Protocol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.6 Packet Transmission Protocol'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7 Flow Control'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.1 Receiver-Controlled Flow Control'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2 Transmitter-Controlled Flow Control'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2.1 Input Retry-Stopped Recovery Process'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2.2 Output Retry-Stopped Recovery Process'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2.3 Receive Buffer Management'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2.4 Effective Number of Free Receive Buffers'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.2.5 Speculative Packet Transmission'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.7.3 Flow Control Mode Negotiation'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.8 Canceling Packets'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.9 Transaction and Packet Delivery Ordering Rules'
'1.3', 'RapidIO Interconnect Specification Part 6: LP-Serial Physical Layer Specification', 'Chapter 5 LP-Serial Protocol', '5.10 Deadlock Avoidance'
